mukey,pm_dom,comppct_dom,n_pm
779485,colluvium derived from basalt and/or residuum weathered from basalt,75,1
779486,colluvium derived from basalt and/or residuum weathered from basalt,85,1
779488,colluvium derived from metasedimentary rock and/or residuum weathered from metasedimentary rock,50,1
779489,hard metasedimentary rock,100,1
779492,colluvium derived from granite and/or residuum weathered from granite,45,1
779493,colluvium derived from metasedimentary rock and/or residuum weathered from metasedimentary rock,70,2
779497,colluvium derived from metasedimentary rock and/or residuum weathered from metasedimentary rock,55,2
779500,alluvium,90,1
779510,colluvium derived from limestone and/or residuum weathered from limestone,55,1
779512,colluvium derived from metasedimentary rock and/or residuum weathered from metasedimentary rock,50,2
779514,colluvium derived from metasedimentary rock and/or residuum weathered from metasedimentary rock,65,1
779517,colluvium derived from basalt and/or residuum weathered from basalt,45,1
779518,colluvium derived from metasedimentary rock and/or residuum weathered from metasedimentary rock,90,2
779520,colluvium derived from metasedimentary rock and/or residuum weathered from metasedimentary rock and/or till,55,2
780777,fine-silty loess,75,4
780995,colluvium derived from volcanic breccia,55,1
781120,outwash sands,85,1
781122,outwash sands,90,1
781181,stratified loamy and sandy glaciofluvial deposits,90,1
781220,herbaceous organic material,90,3
781228,herbaceous organic material more than 51 inches thick,40,3
781277,outwash sands,50,2
781423,sandy till,50,2
781489,loamy glaciofluvial deposits over stratified sandy outwash,80,4
782015,loamy glaciofluvial deposits over stratified sandy and gravelly outwash,85,4
782089,herbaceous organic material more than 51 inches thick,50,4
782135,modified loamy eolian deposits over loamy till over sandy till,60,4
782294,sandy mudflow sediments or outwash underlain by dense sandy lodgment till,88,1
782483,mostly loamy alluvium or eolian deposits underlain by sandy or sandy and gravelly outwash,40,3
782489,sandy till,50,2
782490,sandy till,50,2
782494,Silty alluvium over loamy alluvium underlain by stratified sandy and gravelly outwash,60,1
783727,sandy and gravelly glaciofluvial deposits with minor amounts of volcanic ash and loess in the upper part,85,3
784236,colluvium derived from volcanic breccia,55,1
784811,erosional sediments from fine-loamy till over loamy till,85,1
789645,fine-silty loess,85,3
789661,dense loamy till,80,1
791095,colluvium derived from sandstone,50,2
791119,slope alluvium and/or colluvium derived from volcanic rock,65,1
791186,slope alluvium and/or colluvium over residuum weathered from volcanic rock,45,2
791193,colluvium derived from volcanic rock,65,1
791200,colluvium derived from volcanic rock,85,1
791205,till derived from volcanic rock,65,1
791206,till over residuum weathered from volcanic rock,85,1
791209,till derived from volcanic rock,85,1
791210,colluvium over residuum weathered from volcanic rock,85,1
791246,colluvium over residuum weathered from volcanic rock,40,2
791258,colluvium derived from volcanic rock,45,2
791276,slide deposits derived from volcanic rock,40,2
791280,slide deposits over residuum weathered from volcanic rock,35,1
791286,colluvium derived from volcanic rock,50,2
791520,colluvium derived from igneous rock,50,2
792806,silty eolian deposits and/or fluviomarine sediments,85,3
792809,"loamy alluvium from phyllite, schist, diabase, greenstone",50,2
792989,residuum weathered from mica schist,85,4
792996,residuum weathered from mica schist,90,3
793434,residuum weathered from mica schist,85,5
793446,loamy residuum weathered from phyllite and/or loamy residuum weathered from schist,85,2
795945,loess,50,1
796591,slope alluvium and/or colluvium derived from sandstone and shale,50,3
796653,colluvium derived from limestone and dolomite,35,2
797433,sandy and loamy marine deposits,80,4
797449,eolian or sandy marine deposits,90,4
797450,eolian deposits or sandy marine deposits,80,3
797458,sandy and loamy marine deposits,80,2
797462,sandy and loamy marine deposits,75,1
797464,sandy and loamy marine deposits,55,1
797476,sandy and loamy marine deposits,60,1
797477,sandy and loamy marine deposits,75,2
797478,sandy and loamy marine deposits,40,4
797479,sandy and loamy marine deposits,85,2
797480,sandy and loamy marine deposits,90,2
797486,sandy fluviomarine deposits,80,4
797487,sandy and loamy marine deposits,85,3
797888,colluvium,45,4
797921,fine-loamy till,85,4
798482,alluvium and  colluvium derived from mixed,45,1
800566,"colluvium derived from igneous, metamorphic and sedimentary rock",60,1
800719,colluvium derived from volcanic rock,65,2
800721,colluvium over residuum weathered from volcanic rock,15,1
800723,colluvium derived from sedimentary rock,40,3
800735,herbaceous organic material over sandy glaciolacustrine deposits,60,3
801446,loamy-skeletal drift over conglomerate and/or basalt,45,6
801604,loamy till,65,4
801612,coarse-loamy eolian deposits over coarse-loamy or sandy till,40,6
802857,cinders and/or residuum weathered from basalt,95,1
806446,sandy and gravelly alluvium,31,4
806449,mucky peat organic material over mixed alluvium,55,4
808487,silty alluvium,85,2
808489,coarse-silty alluvium,85,3
808511,fluid clayey alluvium derived from sedimentary rock,85,2
808551,clayey alluvium,90,3
808553,clayey alluvium,95,2
808558,clayey alluvium over loamy alluvium,52,3
808559,clayey alluvium over loamy alluvium,85,3
808608,loamy and clayey alluvium and/or colluvium over sandstone and shale,94,2
808620,loess,90,1
811046,loamy alluvium derived from igneous and metamorphic rock,80,2
811047,sandy and loamy marine deposits,90,1
811055,sandy and loamy marine deposits,90,1
811056,sandy and loamy marine deposits,85,1
811069,sandy and loamy marine deposits and/or eolian sands,80,1
811095,clayey marine deposits,80,1
811104,loamy marine deposits,85,1
811107,sandy and loamy alluvium,85,1
811119,sandy marine deposits and/or eolian sands,80,1
811120,sandy marine deposits and/or eolian sands,40,1
811122,sandy fluviomarine deposits and/or eolian sands,80,1
811123,loamy marine deposits,84,1
811130,loamy marine deposits,83,1
811142,old clayey alluvium derived from igneous and metamorphic rock,41,1
811149,sandy fluviomarine deposits and/or eolian sands,41,2
811158,loamy and sandy marine deposits,80,2
811168,old loamy alluvium derived from igneous and metamorphic rock,90,2
811253,sandy and loamy marine deposits,90,1
811254,sandy and loamy marine deposits,85,1
811261,sandy and loamy marine deposits and/or eolian sands,80,1
811277,loamy marine deposits,85,2
811278,loamy and clayey marine deposits,90,3
811283,sandy and loamy alluvium,85,1
811288,sandy marine deposits and/or eolian sands,80,1
811296,loamy marine deposits,83,1
811297,loamy marine deposits,83,1
811301,loamy marine deposits,58,1
811383,sandy fluviomarine deposits and/or eolian sands,80,1
811390,woody organic material,90,3
811397,loamy and silty marine deposits and/or fluviomarine deposits,80,3
811399,clayey marine deposits and/or fluviomarine deposits,80,1
811402,sandy and loamy fluviomarine deposits and/or marine deposits,85,1
811421,clayey marine deposits over loamy sand or sandy fluviomarine deposits,85,3
811426,loamy and clayey fluviomarine deposits,85,1
811435,loamy fluviomarine deposits over sandy fluviomarine deposits,80,1
811590,sandy and gravelly outwash,35,3
813450,loamy residuum weathered from gabbro,85,5
815239,slope alluvium and/or colluvium over residuum weathered from sandstone and shale,40,3
815240,colluvium derived from sedimentary rock,65,1
815241,colluvium derived from calcareous sandstone,50,2
815425,colluvium derived from limestone,35,2
815755,Silty and loamy alluvium underlain by stratified sandy and gravelly outwash,85,1
816529,slope alluvium and/or colluvium derived from sedimentary rock,50,2
816543,fine-loamy till,55,2
816723,outwash,90,1
816730,till,90,1
816751,till,85,1
816768,till,100,1
816793,till,85,1
816800,residuum,95,1
816807,till,90,1
816826,till,90,1
816831,till,85,1
816923,mostly sandy alluvium,40,5
817547,alluvium derived from calcareous shale,80,2
817550,alluvium derived from calcareous shale,45,3
817554,alluvium and/or eolian deposits over fractured and displaced scoria derived from porcellanite,35,6
817591,slope alluvium over residuum weathered from sandstone and shale,35,6
817592,alluvium over residuum weathered from sandstone and shale,35,5
817596,slope alluvium over residuum weathered from sandstone and shale,45,5
817609,alluvium and/or colluvium derived from porcellanite,45,4
817627,alluvium over residuum weathered from calcareous shale,45,4
817632,colluvium derived from porcellanite over fractured and displaced porcellanite,35,5
817633,alluvium and/or colluvium derived from porcellanite,40,5
817634,residuum weathered from sandstone and shale,35,6
817639,residuum weathered from acid shale,50,4
817644,alluvium over residuum weathered from sandstone and shale,35,4
817648,alluvium and/or eolian deposits over residuum weathered from calcareous sandstone,36,4
817650,alluvium and/or colluvium derived from porcellanite,30,7
817729,colluvium derived from sandstone over residuum weathered from siltstone,60,3
822873,sandy outwash over clayey glaciolacustrine deposits,50,3
822875,sandy outwash and/or beach deposits over glaciolacustrine sediments,75,2
822898,loamy dense till,45,2
822900,loamy dense till,85,1
822902,loamy dense till,45,2
822980,loamy material over dense fine till,45,2
822981,loamy material over dense fine till,90,1
822982,loamy material over dense fine till,55,2
822983,loamy material over dense fine till,45,1
822997,loamy drift over dense gravelly lodgment till,40,2
823019,eolian sand,85,1
823028,loamy material over dense fine till,85,1
823034,loamy drift over dense gravelly lodgment till,35,4
823037,loamy material over glacial till,45,3
823039,loamy material over glacial till,45,3
823049,variable soil material,100,1
823514,clayey alluvium,50,2
823516,loess,85,3
823520,silty alluvium,50,2
823541,clayey alluvium,90,3
823557,clayey alluvium,90,3
823750,loamy and sandy alluvium,50,7
823753,loamy alluvium,36,3
823756,loamy and clayey marine deposits,83,3
823761,sandy marine deposits over loamy marine deposits,80,7
823762,sandy marine deposits over loamy marine deposits,80,6
823768,sandy marine deposits,80,2
823769,eolian or sandy marine deposits,90,3
823772,sandy and loamy marine deposits,85,6
823777,loamy and clayey marine deposits,90,3
823779,loamy and clayey marine deposits derived from sedimentary rock,90,3
823781,sandy marine and fluvial deposits,85,5
823784,loamy marine deposits,85,3
823791,unconsolidated sandy and loamy marine deposits,85,5
823799,sandy and loamy marine deposits,85,3
823805,clayey alluvium,85,2
824140,silty alluvium,68,2
824142,coarse-silty alluvium,85,3
824147,clayey alluvium,80,1
824163,clayey alluvium,75,2
825020,loamy colluvium derived from granite and gneiss and/or loamy residuum weathered from granite and gneiss,85,4
825294,residuum weathered from shale and siltstone,90,1
825304,till,90,1
825310,organic material,90,1
825312,loamy alluvium,95,1
825315,loamy outwash,85,1
825319,loamy outwash,95,2
825320,loamy outwash,95,1
825336,till,85,1
825357,glaciolacustrine deposits,45,2
825385,sandy outwash and/or loamy outwash,90,2
825387,till,90,1
